IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
193.109.69.48,193.109.69.48,443,7.28,NL,AMS,89.42,101.54
194.58.47.244,194.58.47.244,8443,7.17,NL,AMS,108.18,141.79
31.15.17.193,31.15.17.193,2053,7.16,NL,AMS,93.39,116.43
89.110.101.148,89.110.101.148,2053,7.12,NL,AMS,86.95,105.22
77.238.232.228,77.238.232.228,443,7.05,NL,AMS,96.99,92.08
45.67.231.57,45.67.231.57,443,6.95,NL,AMS,91.26,106.62
195.211.124.7,195.211.124.7,443,6.94,NL,AMS,197.95,304.84
188.253.25.212,188.253.25.212,443,6.93,NL,AMS,86.28,100.46
89.110.101.148,89.110.101.148,8443,6.89,NL,AMS,89.92,103.62
91.84.104.248,91.84.104.248,8443,6.87,NL,AMS,104.67,169.95
45.89.196.226,45.89.196.226,443,6.85,NL,AMS,88.68,103.49
38.51.53.220,38.51.53.220,2053,6.83,NL,AMS,98.51,116.63
45.67.231.221,45.67.231.221,443,6.72,NL,AMS,91.99,110.31
144.31.13.96,2a12:bec4:1ac0:b0b::,8443,6.68,NL,AMS,91.83,115.54
43.250.54.107,43.250.54.107,443,6.65,NL,AMS,98.29,100.72
89.110.120.29,89.110.120.29,443,6.64,NL,AMS,96.86,103.36
89.110.127.51,89.110.127.51,2053,6.63,NL,AMS,89.04,96.16
72.56.71.235,72.56.71.235,443,6.61,NL,AMS,113.98,107.61
94.131.105.72,94.131.105.72,443,6.61,NL,AMS,100.82,99.04
194.120.116.68,194.120.116.68,2053,6.59,NL,AMS,94.58,110.2
89.110.87.114,89.110.87.114,8443,6.58,NL,AMS,90.14,108.54
91.84.99.43,91.84.99.43,8443,6.54,NL,AMS,87.39,120.35
93.183.88.193,93.183.88.193,443,6.54,NL,AMS,89.83,106.04
91.84.105.32,91.84.105.32,8443,6.54,NL,AMS,90.87,110.92
194.246.82.213,194.246.82.213,443,6.51,NL,AMS,85.56,103.73
45.89.244.26,45.89.244.26,8443,6.46,NL,AMS,87.45,122.86
146.0.73.211,146.0.73.211,443,6.41,NL,AMS,126.35,314.42
77.238.232.228,77.238.232.228,8443,6.41,NL,AMS,93.88,104.83
77.238.230.12,77.238.230.12,8443,6.38,NL,AMS,94.79,105.51
213.176.16.191,213.176.16.191,443,6.35,NL,AMS,115.18,128.09
212.7.207.4,212.7.207.4,443,6.32,NL,FRA,88.66,105.05
103.54.18.18,103.54.18.18,8443,6.27,NL,AMS,97.67,104.85
185.245.105.178,185.245.105.178,8443,6.24,NL,AMS,89.25,116.17
104.249.40.219,104.249.40.219,443,6.23,NL,AMS,93.65,105.72
72.56.68.247,72.56.68.247,443,6.22,NL,AMS,88.83,106.57
80.76.34.190,80.76.34.190,443,6.2,NL,AMS,91.95,137.29
152.53.200.200,152.53.200.200,443,6.19,NL,AMS,94.9,116.41
194.116.216.209,194.116.216.209,2053,6.14,NL,AMS,89.49,128.42
77.238.239.140,77.238.239.140,8443,6.12,NL,AMS,86.91,111.48
38.180.133.83,38.180.133.83,443,6.11,NL,AMS,86.76,100.24
31.59.185.123,31.59.185.123,8443,6.09,NL,AMS,98.9,135.94
46.17.97.207,46.17.97.207,2053,6.05,NL,AMS,91.42,129.26
46.17.97.207,46.17.97.207,8443,6.03,NL,AMS,102.0,132.09
178.217.100.119,178.217.100.119,443,5.99,NL,AMS,88.74,103.32
80.74.27.198,80.74.27.198,8443,5.89,NL,AMS,89.16,110.01
194.87.216.246,194.87.216.246,443,5.77,NL,AMS,129.43,135.97
185.76.243.206,185.76.243.206,443,5.77,NL,AMS,88.16,114.71
194.120.116.68,194.120.116.68,8443,5.68,NL,AMS,95.25,107.5
103.251.165.157,2a04:52c0:135:fabc::1,443,5.65,NL,AMS,93.75,106.06
91.84.106.123,91.84.106.123,443,5.63,NL,AMS,85.3,93.29
212.34.135.33,212.34.135.33,443,5.62,NL,AMS,92.5,95.8
46.30.46.114,46.30.46.114,2053,5.62,NL,AMS,86.77,95.33
80.64.17.209,80.64.17.209,443,5.57,NL,AMS,93.16,130.44
89.110.117.7,89.110.117.7,443,5.57,NL,AMS,89.76,126.7
152.53.200.44,152.53.200.44,443,5.52,NL,AMS,96.94,118.45
152.53.200.44,152.53.200.44,8443,5.5,NL,AMS,95.94,122.33
38.51.53.220,38.51.53.220,8443,5.5,NL,AMS,95.98,111.58
5.39.219.35,5.39.219.35,443,5.42,NL,AMS,88.85,107.49
212.34.146.40,212.34.146.40,8443,5.41,NL,AMS,86.3,109.42
194.58.37.243,194.58.37.243,443,5.36,NL,AMS,90.52,112.43
193.176.190.234,193.176.190.234,2053,5.35,NL,AMS,90.3,113.15
138.124.30.222,138.124.30.222,443,5.26,NL,AMS,88.95,100.84
91.84.100.19,91.84.100.19,8443,5.24,NL,AMS,87.72,96.62
147.45.45.136,147.45.45.136,443,5.24,NL,FRA,89.46,98.54
152.53.200.200,152.53.200.200,8443,5.24,NL,AMS,98.97,110.5
195.133.15.147,195.133.15.147,443,5.2,NL,AMS,89.75,183.77
89.110.119.10,89.110.119.10,2053,5.17,NL,AMS,85.57,103.42
146.103.105.9,2a14:1e00:3:350::,443,5.1,NL,AMS,87.47,104.31
82.115.4.109,82.115.4.109,443,5.09,NL,AMS,89.47,100.85
194.147.33.13,194.147.33.13,443,5.05,NL,AMS,89.02,129.39
195.26.227.28,195.26.227.28,443,4.98,NL,AMS,90.49,98.42
83.138.53.29,83.138.53.29,443,4.98,NL,AMS,88.09,100.31
152.53.200.166,152.53.200.166,443,4.97,NL,AMS,105.06,112.7
81.22.132.183,81.22.132.183,443,4.96,NL,AMS,102.21,103.55
185.157.214.38,185.157.214.38,8443,4.95,NL,AMS,88.72,113.82
212.34.146.40,212.34.146.40,443,4.95,NL,AMS,90.89,95.87
213.183.61.100,213.183.61.100,2053,4.93,NL,AMS,85.83,94.98
212.34.152.212,212.34.152.212,2053,4.9,NL,AMS,92.28,99.8
185.81.115.188,185.81.115.188,443,4.89,NL,AMS,89.93,97.36
103.54.18.18,103.54.18.18,2053,4.88,NL,AMS,90.94,101.76
91.84.100.152,91.84.100.152,8443,4.83,NL,AMS,86.9,95.42
91.84.100.19,91.84.100.19,443,4.81,NL,AMS,87.55,97.63
145.249.115.239,145.249.115.239,443,4.81,NL,AMS,96.14,112.41
212.34.135.33,212.34.135.33,8443,4.8,NL,AMS,93.99,99.45
80.64.17.129,80.64.17.129,443,4.8,NL,AMS,89.32,105.14
146.0.76.189,146.0.76.189,443,4.78,NL,AMS,89.81,103.15
138.124.3.201,138.124.3.201,443,4.72,NL,AMS,96.65,112.61
89.150.35.129,89.150.35.129,443,4.68,NL,AMS,91.58,102.0
109.107.164.240,109.107.164.240,443,4.62,NL,AMS,94.47,94.11
194.60.133.209,194.60.133.209,8443,4.58,NL,AMS,85.0,102.84
188.208.197.10,188.208.197.10,2053,4.54,NL,AMS,91.88,317.54
91.84.99.166,91.84.99.166,443,4.54,NL,AMS,85.37,93.94
109.104.153.94,109.104.153.94,443,4.51,NL,AMS,86.8,101.71
91.84.100.152,91.84.100.152,443,4.5,NL,AMS,88.01,95.42
178.208.87.59,178.208.87.59,8443,4.49,NL,AMS,94.81,112.2
109.107.187.165,109.107.187.165,443,4.46,NL,AMS,85.61,105.05
91.84.99.166,91.84.99.166,8443,4.44,NL,AMS,90.62,99.69
89.110.119.231,89.110.119.231,8443,4.42,NL,AMS,89.04,105.02
165.232.81.187,165.232.81.187,8443,4.4,NL,AMS,89.65,102.04
86.107.197.239,86.107.197.239,443,4.39,NL,AMS,160.73,211.75
147.45.170.241,147.45.170.241,443,4.37,NL,AMS,87.13,185.8
178.173.254.43,178.173.254.43,443,4.37,NL,AMS,103.78,94.16
195.26.227.28,195.26.227.28,8443,4.36,NL,AMS,91.22,98.15
89.110.112.225,89.110.112.225,2053,4.32,NL,AMS,86.8,124.32
212.34.146.229,212.34.146.229,8443,4.32,NL,AMS,90.49,94.41
193.233.127.89,193.233.127.89,443,4.29,NL,AMS,92.54,113.94
194.87.208.54,194.87.208.54,443,4.28,NL,AMS,89.82,174.35
45.155.7.100,45.155.7.100,2053,4.27,NL,AMS,91.76,118.99
5.129.236.151,5.129.236.151,443,4.27,NL,AMS,87.28,97.73
212.22.74.52,212.22.74.52,8443,4.27,NL,AMS,124.7,101.83
212.34.146.229,212.34.146.229,2053,4.26,NL,AMS,88.21,97.98
72.56.73.105,72.56.73.105,443,4.24,NL,AMS,92.4,115.21
45.8.145.244,45.8.145.244,443,4.22,NL,AMS,95.29,100.24
77.238.244.200,77.238.244.200,443,4.21,NL,AMS,91.48,98.77
85.208.110.159,85.208.110.159,443,4.2,NL,AMS,98.25,110.25
185.21.12.115,185.21.12.115,8443,4.19,NL,AMS,87.34,103.74
91.132.58.156,91.132.58.156,443,4.15,NL,AMS,91.37,99.23
209.38.101.169,209.38.101.169,443,4.09,NL,AMS,97.04,105.09
91.84.107.69,91.84.107.69,8443,4.09,NL,AMS,88.1,102.04
212.34.148.210,212.34.148.210,443,4.06,NL,AMS,87.59,115.97
91.84.103.191,91.84.103.191,443,4.05,NL,AMS,89.3,93.89
212.34.134.37,212.34.134.37,8443,4.03,NL,AMS,87.67,99.0
212.34.141.73,212.34.141.73,443,4.02,NL,AMS,91.1,99.42
194.87.0.156,194.87.0.156,443,4.02,NL,AMS,104.33,125.0
72.56.69.244,72.56.69.244,443,4.02,NL,AMS,86.92,100.31
193.176.190.234,193.176.190.234,8443,3.97,NL,AMS,92.05,109.02
91.84.105.147,91.84.105.147,8443,3.96,NL,AMS,86.92,95.79
45.144.29.19,45.144.29.19,443,3.96,NL,AMS,100.58,130.14
89.110.119.10,89.110.119.10,8443,3.96,NL,AMS,86.45,107.25
147.45.117.151,147.45.117.151,443,3.93,NL,AMS,87.35,99.9
89.150.35.155,89.150.35.155,443,3.92,NL,AMS,88.35,97.09
152.53.200.126,152.53.200.126,443,3.88,NL,AMS,97.13,126.05
89.110.127.51,89.110.127.51,8443,3.86,NL,AMS,89.3,96.29
85.31.45.88,85.31.45.88,443,3.86,NL,AMS,98.31,145.72
91.84.107.170,91.84.107.170,8443,3.81,NL,AMS,87.49,92.22
164.90.204.84,164.90.204.84,443,3.79,NL,AMS,89.94,95.26
45.87.3.224,45.87.3.224,2053,3.78,NL,AMS,89.64,137.52
91.84.103.109,91.84.103.109,8443,3.78,NL,AMS,86.37,94.91
193.38.235.100,193.38.235.100,8443,3.76,NL,AMS,104.23,105.99
212.34.135.103,212.34.135.103,443,3.75,NL,AMS,93.93,94.95
212.34.135.103,212.34.135.103,8443,3.74,NL,AMS,90.59,99.39
141.144.195.228,141.144.195.228,443,3.73,NL,AMS,88.02,104.91
82.115.5.207,82.115.5.207,443,3.73,NL,AMS,88.33,96.11
212.34.134.37,212.34.134.37,443,3.72,NL,AMS,87.05,96.95
62.60.235.102,2a01:e5c0:4004::2,2053,3.71,NL,FRA,103.84,119.63
185.245.106.179,185.245.106.179,443,3.71,NL,AMS,90.69,97.33
195.133.14.224,195.133.14.224,443,3.68,NL,AMS,89.08,180.86
93.183.91.7,93.183.91.7,8443,3.66,NL,AMS,85.2,105.14
91.84.107.170,91.84.107.170,443,3.65,NL,AMS,91.25,109.6
93.183.90.7,93.183.90.7,2053,3.61,NL,AMS,87.28,98.34
45.87.153.53,45.87.153.53,443,3.61,NL,AMS,88.54,106.3
89.110.68.158,89.110.68.158,443,3.61,NL,AMS,93.69,102.62
213.183.61.100,213.183.61.100,8443,3.59,NL,AMS,86.92,96.52
45.12.130.138,45.12.130.138,8443,3.58,NL,AMS,89.32,97.67
45.8.145.244,45.8.145.244,2083,3.54,NL,AMS,91.22,98.61
93.183.91.69,93.183.91.69,8443,3.53,NL,AMS,90.98,104.1
77.238.230.12,77.238.230.12,443,3.51,NL,AMS,102.78,96.03
185.245.106.179,185.245.106.179,8443,3.51,NL,AMS,92.48,95.53
45.133.118.153,45.133.118.153,443,3.49,NL,AMS,88.81,130.21
77.238.253.245,77.238.253.245,443,3.49,NL,DME,88.49,211.16
193.123.59.103,193.123.59.103,443,3.49,NL,AMS,88.43,91.9
178.130.46.59,178.130.46.59,443,3.49,NL,AMS,100.58,100.75
194.60.133.209,194.60.133.209,443,3.48,NL,AMS,88.65,99.79
185.225.202.227,185.225.202.227,443,3.47,NL,AMS,96.06,110.01
164.92.210.231,164.92.210.231,443,3.47,NL,AMS,88.77,108.56
192.210.175.185,192.210.175.185,443,3.47,NL,AMS,96.49,109.06
103.137.248.227,103.137.248.227,443,3.47,NL,AMS,96.55,109.85
152.53.200.193,152.53.200.193,443,3.45,NL,AMS,95.11,118.4
212.34.134.96,212.34.134.96,8443,3.45,NL,AMS,90.8,96.06
89.110.125.232,89.110.125.232,8443,3.44,NL,AMS,99.13,115.24
91.84.103.191,91.84.103.191,8443,3.44,NL,AMS,92.29,89.33
66.151.42.239,66.151.42.239,443,3.4,NL,AMS,89.32,99.79
202.148.53.185,202.148.53.185,443,3.4,NL,AMS,92.87,95.2
88.210.12.132,88.210.12.132,443,3.4,NL,AMS,88.02,103.17
147.45.252.8,147.45.252.8,443,3.39,NL,AMS,88.49,218.38
77.105.141.126,77.105.141.126,443,3.39,NL,AMS,86.44,110.68
46.30.46.114,46.30.46.114,8443,3.38,NL,AMS,97.63,93.05
85.208.110.56,85.208.110.56,8443,3.38,NL,AMS,89.13,98.59
91.84.101.222,91.84.101.222,443,3.37,NL,AMS,125.76,90.63
195.93.253.115,195.93.253.115,443,3.37,NL,AMS,95.26,99.2
212.34.141.73,212.34.141.73,8443,3.34,NL,AMS,86.01,100.29
80.74.28.213,80.74.28.213,443,3.34,NL,AMS,88.78,94.44
194.87.62.139,194.87.62.139,443,3.33,NL,AMS,98.41,109.55
152.53.200.166,152.53.200.166,8443,3.33,NL,AMS,95.82,125.57
212.34.142.54,212.34.142.54,8443,3.33,NL,AMS,90.4,95.6
82.115.5.157,82.115.5.157,443,3.3,NL,AMS,88.95,101.0
89.150.35.240,89.150.35.240,8443,3.29,NL,AMS,90.01,95.21
89.110.81.200,89.110.81.200,8443,3.29,NL,AMS,88.63,96.26
77.238.239.140,77.238.239.140,443,3.28,NL,AMS,95.17,115.35
213.183.59.144,213.183.59.144,2053,3.27,NL,AMS,90.19,94.53
2.59.183.210,2.59.183.210,443,3.26,NL,AMS,89.25,103.62
62.60.235.102,2a01:e5c0:4004::2,2096,3.26,NL,FRA,98.45,115.49
77.73.132.242,77.73.132.242,443,3.25,NL,AMS,88.5,174.34
188.227.107.112,188.227.107.112,443,3.25,NL,AMS,91.7,105.49
152.53.200.165,152.53.200.165,443,3.21,NL,AMS,94.49,116.35
5.252.21.36,5.252.21.36,443,3.17,NL,AMS,97.93,104.74
89.110.112.211,89.110.112.211,8443,3.17,NL,AMS,92.61,104.38
152.53.200.126,152.53.200.126,8443,3.17,NL,AMS,94.98,121.18
45.87.121.150,45.87.121.150,443,3.14,NL,AMS,128.74,128.91
195.200.17.170,195.200.17.170,2053,3.14,NL,AMS,88.35,95.68
212.34.142.54,212.34.142.54,443,3.14,NL,AMS,86.48,98.1
152.53.200.105,152.53.200.105,8443,3.13,NL,AMS,96.73,134.39
138.124.30.248,138.124.30.248,443,3.09,NL,AMS,89.38,104.38
46.149.77.214,46.149.77.214,2053,3.08,NL,AMS,86.33,106.28
64.225.77.36,64.225.77.36,443,3.06,NL,AMS,96.07,106.53
45.12.69.118,45.12.69.118,443,3.04,NL,AMS,87.63,125.22
89.150.59.115,89.150.59.115,8443,3.03,NL,AMS,97.05,98.68
161.35.247.7,161.35.247.7,443,3.01,NL,AMS,93.16,95.3
212.34.152.212,212.34.152.212,8443,2.99,NL,AMS,86.27,93.33
163.5.207.235,163.5.207.235,443,2.98,NL,AMS,94.03,114.98
62.84.103.249,2a0d:8480:1:3f3::2,8443,2.95,NL,AMS,95.65,111.74
212.34.155.100,212.34.155.100,443,2.93,NL,AMS,89.84,105.71
23.137.188.166,186.190.213.5,443,2.93,NL,AMS,96.31,102.07
89.150.59.115,89.150.59.115,2053,2.89,NL,AMS,91.06,106.33
5.253.189.9,5.253.189.9,443,2.88,NL,AMS,99.42,104.57
103.54.18.22,103.54.18.22,8443,2.88,NL,AMS,94.41,109.86
146.0.79.33,146.0.79.33,443,2.87,NL,AMS,96.81,97.47
195.133.21.199,195.133.21.199,443,2.86,NL,AMS,91.62,176.2
77.105.142.100,2a0d:8480:3:20da::,443,2.86,NL,AMS,87.62,110.56
103.54.18.22,103.54.18.22,2053,2.85,NL,AMS,94.97,104.45
89.110.122.24,89.110.122.24,443,2.85,NL,AMS,91.82,89.32
146.190.236.144,146.190.236.144,443,2.84,NL,AMS,92.07,98.77
152.53.105.182,152.53.105.182,8443,2.84,NL,AMS,98.35,134.57
146.103.33.57,146.103.33.57,443,2.83,NL,AMS,102.17,130.96
185.204.52.78,185.204.52.78,443,2.82,NL,AMS,89.71,102.43
206.166.251.92,206.166.251.92,443,2.81,NL,DUS,111.94,97.45
146.103.113.158,146.103.113.158,443,2.81,NL,AMS,88.31,98.71
178.173.248.248,2a0c:16c2:500:885::6a9c,443,2.8,NL,AMS,109.84,96.03
89.110.112.225,89.110.112.225,8443,2.78,NL,AMS,88.61,103.36
89.110.66.154,89.110.66.154,443,2.77,NL,AMS,90.75,96.71
31.56.222.60,31.56.222.60,443,2.76,NL,AMS,93.55,100.58
193.38.235.100,193.38.235.100,2053,2.74,NL,AMS,111.85,107.04
89.110.119.231,89.110.119.231,2053,2.74,NL,AMS,90.3,107.89
88.210.13.56,88.210.13.56,443,2.74,NL,AMS,93.45,121.56
146.103.109.42,146.103.109.42,443,2.74,NL,AMS,86.34,98.57
185.103.255.245,185.103.255.245,443,2.73,NL,AMS,98.76,99.17
176.124.201.14,176.124.201.14,443,2.72,NL,AMS,88.83,169.91
45.154.35.142,45.154.35.142,443,2.72,NL,AMS,89.27,117.71
93.115.16.24,93.115.16.24,8443,2.69,NL,AMS,91.46,108.08
138.249.127.60,138.249.127.60,443,2.69,NL,AMS,89.08,135.58
195.200.30.171,195.200.30.171,443,2.68,NL,AMS,93.04,99.56
93.183.89.112,93.183.89.112,8443,2.68,NL,AMS,93.49,128.96
185.103.255.142,185.103.255.142,443,2.68,NL,AMS,88.03,100.74
138.226.220.60,138.226.220.60,443,2.67,NL,AMS,91.58,93.59
152.53.200.106,152.53.200.106,8443,2.63,NL,AMS,101.22,113.34
165.232.81.187,165.232.81.187,2053,2.63,NL,AMS,89.28,97.68
2.58.14.96,2.58.14.96,443,2.62,NL,AMS,93.81,105.75
45.12.130.138,45.12.130.138,443,2.61,NL,AMS,90.04,97.72
152.53.200.106,152.53.200.106,443,2.61,NL,AMS,95.21,119.71
94.232.245.136,45.8.145.244,2083,2.59,NL,AMS,87.39,98.56
93.115.16.24,93.115.16.24,2053,2.59,NL,AMS,88.71,110.74
45.147.199.13,45.147.199.13,443,2.59,NL,AMS,90.16,101.87
45.151.68.145,45.151.68.145,443,2.59,NL,AMS,93.35,91.33
152.53.200.72,152.53.200.72,8443,2.59,NL,AMS,96.04,115.96
46.8.68.11,46.8.68.11,8443,2.58,NL,AMS,92.83,117.45
82.115.6.129,82.115.6.129,2053,2.56,NL,AMS,103.09,91.72
91.84.105.79,91.84.105.79,443,2.55,NL,AMS,92.98,93.29
152.53.200.72,152.53.200.72,443,2.54,NL,AMS,99.43,114.93
178.130.41.133,178.130.41.133,443,2.54,NL,AMS,89.07,101.94
88.210.6.236,88.210.6.236,2053,2.53,NL,DME,85.81,213.0
77.221.133.14,178.217.101.126,443,2.53,NL,AMS,91.59,111.52
195.133.38.245,195.133.38.245,443,2.53,NL,AMS,96.31,112.33
185.245.106.205,185.245.106.205,443,2.52,NL,AMS,90.5,92.58
77.221.133.79,77.221.133.79,443,2.51,NL,AMS,88.01,94.1
152.53.200.193,152.53.200.193,8443,2.51,NL,AMS,95.13,118.1
95.169.192.234,95.169.192.234,8443,2.49,NL,AMS,95.27,112.88
146.103.114.134,146.103.114.134,443,2.49,NL,AMS,84.49,89.76
208.123.185.202,208.123.185.202,443,2.49,NL,AMS,88.21,94.03
77.105.141.126,77.105.141.126,8443,2.49,NL,AMS,92.06,116.53
152.53.105.182,152.53.105.182,443,2.49,NL,AMS,95.16,117.95
38.180.117.83,38.180.117.83,443,2.49,NL,AMS,97.16,122.93
46.17.101.133,46.17.101.133,443,2.48,NL,AMS,90.19,116.64
91.84.98.171,91.84.98.171,8443,2.48,NL,AMS,86.7,98.84
62.60.235.102,2a01:e5c0:4004::2,2087,2.46,NL,FRA,99.64,109.73
146.0.73.251,146.0.73.251,443,2.45,NL,AMS,94.39,127.89
72.56.85.36,72.56.85.36,443,2.44,NL,AMS,90.03,97.62
185.171.80.193,185.171.80.193,443,2.44,NL,AMS,86.83,103.27
193.124.189.40,193.124.189.40,443,2.44,NL,AMS,96.57,94.87
193.233.127.123,193.233.127.123,443,2.44,NL,AMS,94.65,123.7
103.7.54.176,103.7.54.176,443,2.43,NL,AMS,92.73,100.32
45.12.69.152,45.12.69.152,443,2.43,NL,AMS,88.68,105.85
186.190.213.5,186.190.213.5,443,2.41,NL,AMS,99.33,117.85
194.147.33.251,194.147.33.251,443,2.4,NL,AMS,93.05,98.2
31.15.18.171,31.15.18.171,8443,2.39,NL,AMS,90.45,124.38
31.15.19.21,31.15.19.21,443,2.39,NL,AMS,102.6,120.3
138.124.2.178,138.124.2.178,443,2.38,NL,AMS,89.32,105.26
146.103.104.29,146.103.104.29,443,2.37,NL,AMS,86.06,92.36
88.210.6.236,88.210.6.236,8443,2.37,NL,DME,89.37,222.69
188.166.1.80,161.35.247.7,443,2.37,NL,AMS,94.53,101.42
45.87.107.158,45.87.107.158,443,2.37,NL,AMS,97.57,106.36
45.140.147.216,45.140.147.216,443,2.36,NL,AMS,87.44,107.73
178.253.23.53,178.253.23.53,443,2.34,NL,AMS,88.55,179.8
146.103.122.49,146.103.122.49,443,2.34,NL,AMS,87.08,103.89
82.115.6.21,82.115.6.21,443,2.33,NL,AMS,92.05,97.32
91.84.103.109,91.84.103.109,443,2.31,NL,AMS,92.33,118.53
146.0.76.26,146.0.76.26,443,2.29,NL,AMS,93.07,142.5
195.200.17.170,195.200.17.170,8443,2.29,NL,AMS,91.87,95.77
109.120.142.21,109.120.142.21,443,2.28,NL,AMS,89.49,97.26
195.226.194.222,195.226.194.222,8443,2.28,NL,AMS,88.59,109.41
195.123.218.174,195.123.218.174,443,2.27,NL,AMS,94.26,108.38
85.92.108.39,85.92.108.39,443,2.27,NL,AMS,89.5,179.08
77.246.110.179,77.246.110.179,8443,2.26,NL,AMS,91.69,102.99
93.183.91.227,93.183.91.227,443,2.25,NL,AMS,89.37,99.59
93.183.89.112,93.183.89.112,2053,2.24,NL,AMS,91.36,132.07
45.14.244.124,45.14.244.124,443,2.23,NL,AMS,92.89,104.36
77.246.110.66,77.246.110.66,443,2.22,NL,AMS,87.78,95.38
178.208.79.44,178.208.79.44,443,2.22,NL,AMS,91.26,102.86
95.169.192.234,95.169.192.234,443,2.21,NL,AMS,94.32,108.83
45.14.245.239,171.22.117.29,443,2.21,NL,AMS,97.79,117.64
46.149.77.214,46.149.77.214,8443,2.21,NL,DME,90.92,217.6
89.110.110.167,89.110.110.167,2053,2.19,NL,AMS,90.43,115.62
185.92.220.182,185.92.220.182,443,2.17,NL,AMS,86.14,104.5
79.133.180.159,79.133.180.159,443,2.17,NL,AMS,94.45,119.71
31.207.47.231,31.207.47.231,443,2.16,NL,AMS,88.6,102.16
144.124.235.18,144.124.235.18,443,2.16,NL,AMS,88.78,101.8
94.131.105.101,94.131.105.101,8443,2.16,NL,AMS,99.15,116.72
194.48.141.54,194.48.141.54,8443,2.14,NL,AMS,93.14,114.83
91.84.105.40,91.84.105.40,8443,2.14,NL,AMS,88.56,99.77
91.84.107.69,91.84.107.69,443,2.14,NL,AMS,91.75,100.38
152.53.200.165,152.53.200.165,8443,2.14,NL,AMS,98.34,114.31
185.167.96.119,185.167.96.119,8443,2.13,NL,AMS,124.92,100.64
91.84.105.147,91.84.105.147,443,2.13,NL,AMS,90.14,99.33
93.183.91.69,93.183.91.69,2053,2.13,NL,AMS,86.05,105.62
194.164.35.86,194.164.35.86,443,2.13,NL,AMS,91.32,113.56
103.137.249.93,103.137.249.93,2053,2.13,NL,AMS,94.07,111.58
213.183.59.144,213.183.59.144,8443,2.12,NL,AMS,86.22,96.58
188.166.39.239,188.166.39.239,443,2.12,NL,AMS,93.75,107.04
91.84.106.123,91.84.106.123,8443,2.12,NL,AMS,90.5,94.38
138.124.30.156,138.124.30.156,443,2.11,NL,AMS,99.86,111.27
185.209.162.35,185.209.162.35,443,2.11,NL,AMS,91.33,104.0
87.236.177.56,87.236.177.56,8443,2.11,NL,AMS,89.48,105.67
87.236.177.56,87.236.177.56,2053,2.1,NL,AMS,87.1,101.18
46.8.68.11,46.8.68.11,2053,2.09,NL,AMS,89.74,115.12
89.110.73.241,89.110.73.241,8443,2.09,NL,AMS,94.59,91.81
89.150.35.240,89.150.35.240,2053,2.09,NL,AMS,92.86,97.31
92.51.47.89,92.51.47.89,443,2.09,NL,AMS,88.13,177.8
92.51.47.199,92.51.47.199,443,2.09,NL,AMS,88.77,174.48
5.101.84.107,5.101.84.107,443,2.08,NL,AMS,99.06,125.09
23.137.188.249,186.190.213.5,443,2.07,NL,AMS,94.35,97.86
146.103.103.122,146.103.103.122,443,2.05,NL,AMS,88.78,106.01
31.15.18.171,31.15.18.171,2053,2.03,NL,AMS,88.16,108.25
77.238.242.168,77.238.242.168,2053,2.03,NL,AMS,90.21,100.27
82.115.6.129,82.115.6.129,8443,2.0,NL,AMS,108.15,143.82
43.250.54.97,43.250.54.97,443,2.0,NL,AMS,86.76,106.11
164.90.205.37,164.90.205.37,443,2.0,NL,AMS,88.25,98.77
77.238.242.168,77.238.242.168,443,2.0,NL,AMS,113.06,94.03
91.84.102.54,91.84.102.54,8443,1.99,NL,AMS,89.76,93.12
194.37.81.117,5.180.182.245,8443,1.99,NL,AMS,95.76,103.07
195.133.63.151,195.133.63.151,443,1.99,NL,AMS,86.74,223.51
77.238.232.164,77.238.232.164,8443,1.98,NL,AMS,92.44,105.12
195.26.226.192,195.26.226.192,443,1.97,NL,AMS,88.5,105.12
130.49.160.219,130.49.160.219,443,1.97,NL,AMS,98.91,122.57
144.124.237.163,144.124.237.163,443,1.97,NL,AMS,93.42,97.98
62.197.48.250,62.197.48.250,443,1.94,NL,AMS,89.83,112.28
85.208.110.56,85.208.110.56,2053,1.94,NL,AMS,89.28,101.97
31.59.185.57,31.59.185.57,443,1.93,NL,AMS,88.08,109.27
144.31.237.162,144.31.237.162,443,1.93,NL,AMS,92.01,105.47
88.218.120.170,88.218.120.170,443,1.93,NL,AMS,90.32,96.05
194.135.38.156,194.135.38.156,443,1.91,NL,AMS,106.61,161.98
152.53.200.210,152.53.200.210,443,1.91,NL,AMS,95.0,127.32
212.111.82.142,212.111.82.142,443,1.9,NL,AMS,104.04,94.96
152.53.200.118,152.53.200.118,8443,1.89,NL,AMS,101.48,124.87
77.246.102.229,77.246.102.229,2053,1.87,NL,DME,92.58,217.62
212.34.134.96,212.34.134.96,443,1.87,NL,AMS,90.36,105.91
5.253.63.84,5.253.63.84,443,1.85,NL,AMS,91.75,99.48
138.124.30.156,138.124.30.156,8443,1.84,NL,AMS,98.47,182.41
88.210.9.6,88.210.9.6,443,1.84,NL,AMS,93.95,103.14
91.84.98.171,91.84.98.171,443,1.81,NL,AMS,90.14,103.98
109.120.142.219,109.120.142.219,443,1.8,NL,AMS,87.66,99.27
176.222.55.17,176.222.55.17,443,1.8,NL,AMS,88.93,92.68
185.209.161.208,185.209.161.208,2053,1.78,NL,AMS,93.98,97.62
